'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[1]/A[1]/SPAN[1]','http://www.google.com/','https://accounts.google.com/ServiceLogin?service=oz&passive=1209600&continue=https://plus.google.com/?gpsrc%3Dogpy0%26tab%3DwX'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[1]/A[1]','http://www.google.com/','https://accounts.google.com/ServiceLogin?service=oz&passive=1209600&continue=https://plus.google.com/?gpsrc%3Dogpy0%26tab%3DwX'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[1]/A[1]/SPAN[2]','http://www.google.com/','https://accounts.google.com/ServiceLogin?service=oz&passive=1209600&continue=https://plus.google.com/?gpsrc%3Dogpy0%26tab%3DwX'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[2]/A[1]','http://www.google.com/','http://www.google.com/webhp?tab=ww'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[2]/A[1]/SPAN[1]','http://www.google.com/','http://www.google.com/webhp?tab=ww'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[2]/A[1]/SPAN[2]','http://www.google.com/','http://www.google.com/webhp?tab=ww'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[3]/A[1]/SPAN[1]','http://www.google.com/','http://www.google.com/imghp?hl=en&tab=wi'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[3]/A[1]','http://www.google.com/','http://www.google.com/imghp?hl=en&tab=wi'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[3]/A[1]/SPAN[2]','http://www.google.com/','http://www.google.com/imghp?hl=en&tab=wi'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[4]/A[1]','http://www.google.com/','http://www.google.com/maps?hl=en&tab=wl'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[4]/A[1]/SPAN[1]','http://www.google.com/','http://www.google.com/maps?hl=en&tab=wl'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[4]/A[1]/SPAN[2]','http://www.google.com/','http://www.google.com/maps?hl=en&tab=wl'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[5]/A[1]/SPAN[2]','http://www.google.com/','http://play.google.com/store?hl=en&tab=w8'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[5]/A[1]/SPAN[1]','http://www.google.com/','http://play.google.com/store?hl=en&tab=w8'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[5]/A[1]','http://www.google.com/','http://play.google.com/store?hl=en&tab=w8'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[6]/A[1]/SPAN[1]','http://www.google.com/','http://www.youtube.com/?tab=w1'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[6]/A[1]','http://www.google.com/','http://www.youtube.com/?tab=w1'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[7]/A[1]','http://www.google.com/','http://news.google.com/nwshp?hl=en&tab=wn'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[6]/A[1]/SPAN[2]','http://www.google.com/','http://www.youtube.com/?tab=w1'
'google.com','HTML/BODY/DIV[1]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/OL[1]/LI[7]/A[1]/SPAN[1]','http://www.google.com/','http://news.google.com/nwshp?hl=en&tab=wn'
